ID,Name,Address,Location,Price,Cuisine,Longitude,Latitude,delivery,online
MIC-000026,Boury,"Rumbeeksesteenweg 300, Roeselare, 8800, Belgium","Roeselare, Belgium",€€€€,Creative French,23402.41.00,156291.06.00,no,no
MIC-000027,Zilte,"Hanzestedenplaats 5, Antwerpen, 2000, Belgium","Antwerpen, Belgium",€€€€,Creative,67463.03.00,3864.48.00,sì,sì
MIC-000028,Le Louis XV - Alain Ducasse à l'Hôtel de Paris,"Place du Casino, Monaco, 98000, France","Monaco, France",€€€€,"Mediterranean Cuisine, Modern Cuisine",71191.07.00,123240.19.00,no,no
MIC-000029,L'Ambroisie,"9 place des Vosges, Paris, 75004, France","Paris, France",€€€€,Classic Cuisine,60755.35.00,14306.14.00,sì,sì
MIC-000030,Flocons de Sel,"1775 route du Leutaz, Le Leutaz, Megève, 74120, France","Megève, France",€€€€,Modern Cuisine,99499.45.00,138418.24.00,no,no
MIC-000031,Épicure,"Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France","Paris, France",€€€€,Modern Cuisine,52434.58.00,145335.03.00,sì,sì
MIC-000032,Arpège,"84 rue de Varenne, Paris, 75007, France","Paris, France",€€€€,Creative,52837.27.00,142673.38.00,no,no
MIC-000033,Le Pré Catelan,"Route de Suresnes - bois de Boulogne, Paris, 75016, France","Paris, France",€€€€,"Creative, Contemporary",41788.22.00,144037.34.00,sì,sì
MIC-000034,Le Cinq,"Four Seasons Hotel George V, 31 avenue George-V, Paris, 75008, France","Paris, France",€€€€,Modern Cuisine,50145.32.00,144841.24.00,no,no
MIC-000035,Le Petit Nice,"17 rue des Braves (Anse de Maldormé), Marseille, 13007, France","Marseille, France",€€€€,Seafood,58679.44.00,46752.25.00,sì,sì
MIC-000036,Kei,"5 rue Coq-Héron, Paris, 75001, France","Paris, France",€€€€,"Modern Cuisine, Creative",57049.27.00,144113.47.00,no,no
MIC-000037,L'Oustau de Baumanière,"500 route de Baumanière, Les Baux-de-Provence, 13520, France","Les Baux-de-Provence, France",€€€€,Creative,131231.08.00,123420.39.00,sì,sì
MIC-000038,Plénitude - Cheval Blanc Paris,"8 quai du Louvre, Paris, 75001, France","Paris, France",€€€€,Creative,57028.28.00,143183.48.00,no,no
MIC-000039,AM par Alexandre Mazzia,"9 rue François-Rocca, Marseille, 13008, France","Marseille, France",€€€€,Creative,64377.05.00,45061.24.00,sì,sì
MIC-000040,Pic,"285 avenue Victor-Hugo, Valence, 26000, France","Valence, France",€€€€,Creative,147597.21.00,152991.55.00,no,no
MIC-000041,Maison Lameloise,"36 place d'Armes, Chagny, 71150, France","Chagny, France",€€€€,Modern Cuisine,125502.37.00,151352.25.00,sì,sì
MIC-000042,Le Coquillage,"Lieu-dit Le Buot, Saint-Méloir-des-Ondes, 35350, France","Saint-Méloir-des-Ondes, France",€€€€,"Creative, Seafood",-145188.12.00,107225.34.00,no,no
MIC-000043,Restaurant Marcon,"Larsiallas, 18 chemin de Brard, Saint-Bonnet-le-Froid, 43290, France","Saint-Bonnet-le-Froid, France",€€€€,Creative,72381.59.00,23157.14.00,sì,sì
MIC-000044,Pierre Gagnaire,"6 rue Balzac, Paris, 75008, France","Paris, France",€€€€,Creative,50060.13.00,145593.31.00,no,no
MIC-000045,La Vague d'Or - Cheval Blanc St-Tropez,"Plage de la Bouillabaisse, Saint-Tropez, 83990, France","Saint-Tropez, France",€€€€,Creative,104364.55.00,44473.49.00,sì,sì
MIC-000046,Christopher Coutanceau,"Plage de la Concurrence, La Rochelle, 17000, France","La Rochelle, France",€€€€,"Seafood, Modern Cuisine",-26654.01.00,25939.49.00,no,no
MIC-000047,Troisgros - Le Bois sans Feuilles,"728 route de Villerest, Ouches, 42155, France","Ouches, France",€€€€,Creative,1656.56.00,63.13.00,sì,sì
MIC-000048,La Marine,"3 rue Marie-Lemonnier, L'Herbaudière, 85330, France","L'Herbaudière, France",€€€€,"Creative, Seafood",-49991.01.00,3998.44.00,no,no
MIC-000049,Le Clos des Sens,"13 rue Jean-Mermoz - à Annecy-le-Vieux, Annecy, 74940, France","Annecy, France",€€€€,Creative,24102.05.00,152983.37.00,sì,sì
MIC-000050,La Villa Madie,"Avenue de Revestel, Cassis, 13260, France","Cassis, France",€€€€,Creative,9087.24.00,35224.29.00,no,no
MIC-000051,Assiette Champenoise,"40 avenue Paul-Vaillant-Couturier, à Tinqueux, Reims, 51430, France","Reims, France",€€€€,Creative,548.26.00,41354.47.00,sì,sì
MIC-000052,Mirazur,"30 avenue Aristide-Briand, Menton, 06500, France","Menton, France",€€€€,Creative,88015.34.00,131031.24.00,no,no
MIC-000053,Les Prés d'Eugénie - Michel Guérard,"Place de l'Impératrice, Eugénie-les-Bains, 40320, France","Eugénie-les-Bains, France",€€€€,Classic Cuisine,-63375.43.00,116010.06.00,sì,sì
MIC-000054,Auberge du Vieux Puits,"5 avenue Saint-Victor, Fontjoncouse, 11360, France","Fontjoncouse, France",€€€€,Creative,131556.52.00,8071.48.00,no,no
MIC-000055,Alléno Paris au Pavillon Ledoyen,"8 avenue Dutuit, Paris, 75008, France","Paris, France",€€€€,Creative,52751.53.00,144396.52.00,sì,sì
MIC-000056,Le 1947 à Cheval Blanc,"Cheval Blanc, Le Jardin Alpin, Courchevel 1850, Courchevel, 73120, France","Courchevel, France",€€€€,Creative,105650.56.00,68292.57.00,no,no
MIC-000057,HAJIME,"1-9-11 Edobori, Nishi-ku, Osaka, 550-0002, Japan","Osaka, Japan",¥¥¥¥,Innovative,8403.04.00,11510.52.00,sì,sì
MIC-000058,Taian,"1-21-2 Shimanochi, Chuo-ku, Osaka, 542-0082, Japan","Osaka, Japan",¥¥¥,Japanese,8588.25.00,11256.33.00,no,no
MIC-000059,Mizai,"613 Maruyamacho, Higashiyama-ku, Kyoto, 605-0071, Japan","Kyoto, Japan",¥¥¥¥,Japanese,13174.24.00,84.53.00,sì,sì
MIC-000060,Gion Sasaki,"566-27 Komatsucho, Higashiyama-ku, Kyoto, 605-0811, Japan","Kyoto, Japan",¥¥¥¥,Japanese,13052.29.00,16682.01.00,no,no
MIC-000061,Isshisoden Nakamura,"136 Matsushitacho, Nakagyo-ku, Kyoto, 604-8093, Japan","Kyoto, Japan",¥¥¥¥,Japanese,12886.23.00,208.17.00,sì,sì
MIC-000062,Kashiwaya Osaka Senriyama,"2-5-18 Senriyamanishi, Suita, Osaka, 565-0851, Japan","Osaka, Japan",¥¥¥,Japanese,8489.49.00,12872.07.00,no,no
MIC-000063,Hyotei,"35 Nanzenji Kusagawacho, Sakyo-ku, Kyoto, 606-8437, Japan","Kyoto, Japan",¥¥¥¥,Japanese,13247.22.00,224.15.00,sì,sì
MIC-000064,Kikunoi Honten,"459 Shimokawaracho, Higashiyama-ku, Kyoto, 605-0825, Japan","Kyoto, Japan",¥¥¥¥,Japanese,13169.39.00,60.35.00,no,no
MIC-000065,Ta Vie,"2F, The Pottinger Hotel, 21 Stanley Street, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",$$$$,Innovative,372.49.00,4734.46.00,sì,sì
MIC-000066,Caprice,"6F, Four Seasons Hotel, 8 Finance Street, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",$$$$,French Contemporary,26215.37.00,47796.49.00,no,no
MIC-000067,Robuchon au Dôme,"43F, Grand Lisboa Hotel, Avenida de Lisboa, Macau, Macau",Macau,$$$$,French Contemporary,1019.35.00,3187.49.00,sì,sì
MIC-000068,T'ang Court,"1-2F, The Langham Hotel, 8 Peking Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",$$$,Cantonese,142.18.00,4964.52.00,no,no
MIC-000069,Sushi Shikon,"7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",$$$$,Sushi,26412.13.00,46790.23.00,sì,sì
MIC-000070,Jade Dragon,"2F, The Shops at the Boulevard, City of Dreams, Estrada do Istmo, Cotai, Macau",Macau,$$$,Cantonese,1058.15.00,2507.37.00,no,no
MIC-000071,8 1/2 Otto e Mezzo - Bombana,"Shop 202, 2F, Alexandra House, 18 Chater Road, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",$$$$,Italian,378.27.00,46932.35.00,sì,sì
MIC-000072,Forum,"1F, Sino Plaza, 255-257 Gloucester Road, Causeway Bay, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",$$$$,Cantonese,30479.05.00,46921.32.00,no,no
MIC-000073,Amber,"7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",$$$$,French Contemporary,26398.25.00,46777.11.00,sì,sì
MIC-000074,Mingles,"2F, 19 Dosan-daero 67-gil, Gangnam-gu, Seoul, 06016, South Korea","Seoul, South Korea",₩₩₩₩,Korean,200.46.00,912.35.00,no,no
MIC-000075,L'Enclume,"Cavendish Street, Cartmel, LA11 6QA, United Kingdom","Cartmel, United Kingdom",££££,Creative British,-158980.01.00,33682.28.00,sì,sì
MIC-000076,Alain Ducasse at The Dorchester,"Park Lane, Mayfair, London, W1K 1QA, United Kingdom","London, United Kingdom",££££,French,-2542.55.00,84607.21.00,no,no
MIC-000077,Hélène Darroze at The Connaught,"Carlos Place, Mayfair, London, W1K 2AL, United Kingdom","London, United Kingdom",££££,Modern Cuisine,-24881.45.00,8554.08.00,sì,sì
MIC-000078,Restaurant Gordon Ramsay,"68-69 Royal Hospital Road, Chelsea, London, SW3 4HP, United Kingdom","London, United Kingdom",££££,French,-27029.26.00,80957.21.00,no,no
MIC-000079,The Fat Duck,"High Street, Bray, SL6 2AQ, United Kingdom","Bray, United Kingdom",££££,Creative,-116958.49.00,84694.02.00,sì,sì
MIC-000080,Waterside Inn,"Ferry Road, Bray, SL6 2AT, United Kingdom","Bray, United Kingdom",££££,Classic French,-116572.56.00,84902.32.00,no,no
MIC-000081,"Sketch, The Lecture Room and Library","9 Conduit Street, Mayfair, London, W1S 2XG, United Kingdom","London, United Kingdom",££££,Modern French,-23589.29.00,85497.15.00,sì,sì
MIC-000082,The Ledbury,"127 Ledbury Road, Notting Hill, London, W11 2AQ, United Kingdom","London, United Kingdom",££££,Modern Cuisine,-33337.52.00,86162.02.00,no,no
MIC-000083,Moor Hall,"Prescot Road, Aughton, L39 6RT, United Kingdom","Aughton, United Kingdom",££££,Modern British,-148655.03.00,90442.25.00,sì,sì
MIC-000084,CORE by Clare Smyth,"92 Kensington Park Road, Notting Hill, London, W11 2PN, United Kingdom","London, United Kingdom",££££,Modern British,-33844.09.00,85495.49.00,no,no
MIC-000085,Steirereck im Stadtpark,"Am Heumarkt 2a, Vienna, 1030, Austria","Vienna, Austria",€€€€,"Creative, Contemporary",63610.29.00,34114.07.00,sì,sì
MIC-000086,Amador,"Grinzinger Straße 86, Vienna, 1190, Austria","Vienna, Austria",€€€€,"Creative, Contemporary",59811.55.00,42381.13.00,no,no
MIC-000087,Jungsik New York,"2 Harrison St., New York, 10013, USA","New York, USA",$$$$,"Korean, Contemporary",-1592.34.00,119827.36.00,sì,sì
MIC-000088,Per Se,"10 Columbus Circle, New York, 10019, USA","New York, USA",$$$$,"Contemporary, French",-163837.42.00,128049.05.00,no,no
MIC-000089,Le Bernardin,"155 W. 51st St., New York, 10019, USA","New York, USA",$$$$,Seafood,-1710.03.00,1309.37.00,sì,sì
MIC-000090,Eleven Madison Park,"11 Madison Ave., New York, 10010, USA","New York, USA",$$$$,"Vegan, Innovative",-164609.57.00,123627.05.00,no,no
MIC-000091,Masa,"10 Columbus Circle, New York, 10019, USA","New York, USA",$$$$,"Japanese, Sushi",-1710.14.00,1320.19.00,sì,sì
MIC-000092,The Inn at Little Washington,"309 Middle St., Washington, 22747, USA","Washington, USA",$$$$,"American, French",-26667.08.00,118950.47.00,no,no
MIC-000093,Smyth,"177 N. Ada St., Chicago, 60607, USA","Chicago, USA",$$$$,"Contemporary, Creative",-110192.24.00,147549.05.00,sì,sì
MIC-000094,Alinea,"1723 N. Halsted St., Chicago, 60614, USA","Chicago, USA",$$$$,"Creative, Modern Cuisine",-10889.54.00,152253.17.00,no,no
MIC-000095,Schloss Schauenstein,"Schlossgass 77, Fürstenau, 7414, Switzerland","Fürstenau, Switzerland",€€€€,"Creative, Country cooking",74386.28.00,120245.29.00,sì,sì
MIC-000096,Restaurant de l'Hôtel de Ville,"Rue d'Yverdon 1, Crissier, 1023, Switzerland","Crissier, Switzerland",€€€€,"Classic French, Seasonal Cuisine",9616.58.00,9281.05.00,no,no
MIC-000097,Sven Wassmer Memories,"Bernhard-Simon-Strasse 2, Bad Ragaz, 7310, Switzerland","Bad Ragaz, Switzerland",€€€€,"Creative, Farm to table",83971.21.00,96.01.00,sì,sì
MIC-000098,Cheval Blanc by Peter Knogl,"Blumenrain 8, Basel, 4001, Switzerland","Basel, Switzerland",€€€€,Classic French,97934.41.00,93477.24.00,no,no
MIC-000099,De Librije,"Spinhuisplein 1, Zwolle, 8011 ZZ, Netherlands","Zwolle, Netherlands",€€€€,Modern Cuisine,16342.23.00,85946.04.00,sì,sì
MIC-000100,ATAMA by Martin Stopp,"Ensheimer Straße 20, Sankt Ingbert, 66386, Germany","Sankt Ingbert, Germany",€€€€,"Creative, Contemporary",193.43.00,503.49.00,no,no
MIC-000101,IKIGAI,"Elmau 2, Krün, 82493, Germany","Krün, Germany",€€€€,"Modern Cuisine, Creative",31162.52.00,77047.32.00,sì,sì
MIC-000102,Ox & Klee,"Im Zollhafen 18, Cologne, 50678, Germany","Cologne, Germany",€€€€,"Modern Cuisine, Creative",160986.46.00,154596.41.00,no,no
MIC-000103,Gotthardt's by Yannick Noack,"An der Fähre 3, Koblenz, 56068, Germany","Koblenz, Germany",€€€€,"Modern Cuisine, Creative",93314.31.00,59724.58.00,sì,sì
MIC-000104,OPUS V,"O5, 9-12, Mannheim, 68161, Germany","Mannheim, Germany",€€€€,"Modern Cuisine, Creative",78333.46.00,81025.38.00,no,no
MIC-000105,Ophelia,"Seestraße 25, Constance, 78464, Germany","Constance, Germany",€€€€,"Creative French, International",31252.14.00,111237.26.00,sì,sì
MIC-000106,Tantris,"Johann-Fichte-Straße 7, Munich, 80805, Germany","Munich, Germany",€€€€,"French Contemporary, Classic Cuisine",9815.19.00,28340.45.00,no,no
MIC-000107,Alois - Dallmayr Fine Dining,"Dienerstraße 14, Munich, 80331, Germany","Munich, Germany",€€€€,"Creative, Modern Cuisine",96204.05.00,23098.54.00,sì,sì
MIC-000108,sein,"Scheffelstraße 57, Karlsruhe, 76135, Germany","Karlsruhe, Germany",€€€€,"Modern Cuisine, Creative",63643.04.00,1090.07.00,no,no
MIC-000109,Intense,"Weinstraße 31, Wachenheim an der Weinstraße, 67157, Germany","Wachenheim an der Weinstraße, Germany",€€€€,"Fusion, Creative",30342.08.00,73140.22.00,sì,sì
MIC-000110,Jante,"Marienstraße 116, Hanover, 30171, Germany","Hanover, Germany",€€€€,"Creative, Modern Cuisine",126800.29.00,61742.41.00,no,no
MIC-000111,Votum,"Hannah-Arendt-Platz 1, Hanover, 30159, Germany","Hanover, Germany",€€€€,"Creative, Modern Cuisine",122312.32.00,61720.48.00,sì,sì
MIC-000112,100/200 Kitchen,"Brandshofer Deich 68, Hamburg, 20539, Germany","Hamburg, Germany",€€€€,"Creative, Modern Cuisine",4772.44.00,89625.03.00,no,no
MIC-000113,Le Cerf,"Kärcherstr. 11, Zweiflingen, 74639, Germany","Zweiflingen, Germany",€€€€,Classic French,87648.15.00,40656.35.00,sì,sì
MIC-000114,Hirschen,"Hauptstraße 69, Sulzburg, 79295, Germany","Sulzburg, Germany",€€€€,"Creative, Seasonal Cuisine",118153.46.00,140123.52.00,no,no
MIC-000115,LOUIS restaurant,"Prälat-Subtil-Ring 22, Saarlouis, 66740, Germany","Saarlouis, Germany",€€€€,"Creative, Modern French",125887.51.00,52929.19.00,sì,sì
MIC-000116,Oswald's Gourmetstube,"Am Platzl 2, Teisnach, 94244, Germany","Teisnach, Germany",€€€€,"Modern French, Contemporary",4953.21.00,2288.17.00,no,no
MIC-000117,Gourmetrestaurant Dichter,"Aribostraße 19, Rottach-Egern, 83700, Germany","Rottach-Egern, Germany",€€€€,"Modern Cuisine, Creative French",125652.24.00,115735.29.00,sì,sì
MIC-000118,Le Pavillon,"Dollenberg 3, Bad Peterstal, 77740, Germany","Bad Peterstal, Germany",€€€€,"Classic French, Seasonal Cuisine",41792.08.00,76282.52.00,no,no
MIC-000119,Ösch Noir,"Golfplatz 1, Donaueschingen, 78166, Germany","Donaueschingen, Germany",€€€€,"Modern Cuisine, Classic Cuisine",91193.51.00,160966.44.00,sì,sì
MIC-000120,Coeur D'Artichaut,"Alter Fischmarkt 11A, Münster, 48143, Germany","Münster, Germany",€€€€,"Modern French, Creative",104911.11.00,160699.45.00,no,no
MIC-000121,Pietsch,"Breite Straße 53a, Wernigerode, 38855, Germany","Wernigerode, Germany",€€€€,"Creative, Asian Contemporary",131511.46.00,139266.45.00,sì,sì
MIC-000122,PUR,"Hintereck 1, Berchtesgaden, 83471, Germany","Berchtesgaden, Germany",€€€€,"Modern Cuisine, Contemporary",7817.25.00,105726.25.00,no,no
MIC-000123,AURA by Alexander Herrmann & Tobias Bätz,"Marktplatz 11, Wirsberg, 95339, Germany","Wirsberg, Germany",€€€€,"Creative, Modern Cuisine",101165.01.00,17945.07.00,sì,sì
MIC-000124,Courtier,"Parkallee 1, Wangels, 23758, Germany","Wangels, Germany",€€€€,"Creative, Classic Cuisine",127624.48.00,50476.17.00,no,no
MIC-000125,ammolite - The Lighthouse Restaurant,"Peter-Thumb-Straße 6, Rust, 77977, Germany","Rust, Germany",€€€€,"Modern Cuisine, Classic French",120860.46.00,4376.44.00,sì,sì
MIC-000126,GästeHaus Klaus Erfort,"Mainzer Straße 95, Saarbrücken, 66121, Germany","Saarbrücken, Germany",€€€€,Classic French,1277.58.00,38307.22.00,no,no
MIC-000127,Esplanade,"Nauwieserstraße 5, Saarbrücken, 66111, Germany","Saarbrücken, Germany",€€€€,"Classic Cuisine, Creative",166606.28.00,39200.37.00,sì,sì
MIC-000128,Essigbrätlein,"Weinmarkt 3, Nuremberg, 90403, Germany","Nuremberg, Germany",€€€€,"Innovative, Farm to table",12480.48.00,7633.22.00,no,no
MIC-000129,Lakeside,"Fontenay 10, Hamburg, 20354, Germany","Hamburg, Germany",€€€€,Modern Cuisine,166348.05.00,9473.25.00,sì,sì
MIC-000130,Lafleur,"Palmengartenstraße 11, Frankfurt on the Main, 60325, Germany","Frankfurt on the Main, Germany",€€€€,"Modern French, Creative",109438.25.00,20298.31.00,no,no
MIC-000131,Söl'ring Hof,"Am Sandwall 1, Rantum, 25980, Germany","Rantum, Germany",€€€€,"Modern Cuisine, Creative",48136.17.00,142334.22.00,sì,sì
MIC-000132,Speisemeisterei,"Schloss Hohenheim 1B, Stuttgart, 70599, Germany","Stuttgart, Germany",€€€€,"Creative, Innovative",35638.52.00,11926.19.00,no,no
MIC-000133,Steinheuers Restaurant,"Landskroner Straße 110, Bad Neuenahr-Ahrweiler, 53474, Germany","Bad Neuenahr-Ahrweiler, Germany",€€€€,"Classic French, Classic Cuisine",27386.35.00,91879.48.00,sì,sì
MIC-000134,Obendorfers Eisvogel,"Hofenstetten 55, Neunburg vorm Wald, 92431, Germany","Neunburg vorm Wald, Germany",€€€€,"Creative, Contemporary",43668.16.00,56447.54.00,no,no
MIC-000135,Meierei Dirk Luther,"Uferstraße 1, Glücksburg, 24960, Germany","Glücksburg, Germany",€€€€,Classic Cuisine,83329.03.00,137145.26.00,sì,sì
MIC-000136,CODA Dessert Dining,"Friedelstraße 47, Berlin, 12047, Germany","Berlin, Germany",€€€€,"Creative, Innovative",71252.51.00,81730.01.00,no,no
MIC-000137,Tim Raue,"Rudi-Dutschke-Straße 26, Berlin, 10969, Germany","Berlin, Germany",€€€€,"Asian, German",65577.01.00,84557.42.00,sì,sì
MIC-000138,Vendôme,"Kadettenstraße, Bergisch Gladbach, 51429, Germany","Bergisch Gladbach, Germany",€€€€,"Creative, Classic French",26753.18.00,161144.51.00,no,no
MIC-000139,bianc,"Am Sandtorkai 50, Hamburg, 20457, Germany","Hamburg, Germany",€€€€,"Mediterranean Cuisine, Creative",165734.21.00,90555.34.00,sì,sì
MIC-000140,L.A. Jordan,"Ketschauerhofstraße 1, Deidesheim, 67146, Germany","Deidesheim, Germany",€€€€,"Creative, Modern Cuisine",3089.34.00,68012.51.00,no,no
MIC-000141,Horváth,"Paul-Lincke-Ufer 44a, Berlin, 10999, Germany","Berlin, Germany",€€€€,Creative,7026.13.00,82784.02.00,sì,sì
MIC-000142,FACIL,"Potsdamer Straße 3, Berlin, 10785, Germany","Berlin, Germany",€€€€,"Creative, Contemporary",62303.04.00,84895.45.00,no,no
MIC-000143,AUGUST,"Johannes-Haag-Straße 14, Augsburg, 86153, Germany","Augsburg, Germany",€€€€,Creative,152110.19.00,61883.03.00,sì,sì
MIC-000144,KOMU,"Hackenstraße 4, Munich, 80331, Germany","Munich, Germany",€€€€,"Classic Cuisine, Modern Cuisine",95093.32.00,22726.11.00,no,no
MIC-000145,Atelier,"Promenadeplatz 2, Munich, 80331, Germany","Munich, Germany",€€€€,"Creative French, Seasonal Cuisine",95605.41.00,23422.47.00,sì,sì
MIC-000146,etz,"Wiesentalstraße 40, Nuremberg, 90419, Germany","Nuremberg, Germany",€€€€,"Creative, Regional Cuisine",8959.36.00,76306.47.00,no,no
MIC-000147,PAZ,"Doktara Jakobsens gøta 14-16, Tórshavn, 100, Denmark","Tórshavn, Denmark",€€€€,Creative,-12936.08.00,1750.47.00,sì,sì
MIC-000148,Alchemist,"Refshalevej 173C, Copenhagen, 1432 K, Denmark","Copenhagen, Denmark",€€€€,Creative,102361.44.00,115778.45.00,no,no
MIC-000149,Aloë,"Svartlösavägen 52, Stockholm, 125 33, Sweden","Stockholm, Sweden",€€€€,Creative,164303.19.00,47445.17.00,sì,sì
MIC-000150,a|o|c,"Dronningens Tværgade 2, Copenhagen, 1302 K, Denmark","Copenhagen, Denmark",€€€€,Creative,98176.35.00,113920.27.00,no,no
MIC-000151,Signum,"Hällsnäs Hotell, Långenäsvägen 150, Mölnlycke, 435 35, Sweden","Mölnlycke, Sweden",€€€€,Creative,29787.46.00,11314.27.00,sì,sì
MIC-000152,Koan,"Langeliniekaj 5, Copenhagen, 2100, Denmark","Copenhagen, Denmark",€€€€,Creative,100038.51.00,115971.13.00,no,no
MIC-000153,AIRA,"Biskopsvägen 9, Stockholm, 115 21, Sweden","Stockholm, Sweden",€€€€,"Modern Cuisine, Swedish",20639.28.00,53511.35.00,sì,sì
MIC-000154,Frederikshøj,"Oddervej 19-21, Aarhus, 8000, Denmark","Aarhus, Denmark",€€€€,Creative,34831.04.00,2138.27.00,no,no
MIC-000155,Kadeau Copenhagen,"Wildersgade 10B, Copenhagen, 1408, Denmark","Copenhagen, Denmark",€€€€,Creative,98147.36.00,112104.08.00,sì,sì
MIC-000156,Kong Hans Kælder,"Vingaardsstraede 6, Copenhagen, 1070, Denmark","Copenhagen, Denmark",€€€€,"Modern French, Seasonal Cuisine",97344.38.00,113178.43.00,no,no
